"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","90","175.0","0","2","0","0.9972922309826979","false","0","90","0","0.5043227665706052"
"3.828132738979693","2.7604980821899654E-7","0.2612239617026782","0.6785714285714286","8","7","false","91","48.375","0","8","0","0.9972936528813591","false","0","91","18","0.1394092219020173"
"3.8249133234274395","6.842999005760918E-7","0.26144383295564905","0.7761904761904762","21","7","false","92","35.523809523809526","0","21","0","0.997296733661792","false","0","92","94","0.10237409084671333"
"3.828132738979693","9.40614161338803E-8","0.2612239617026782","0.8571428571428571","8","7","false","93","54.5","0","8","0","0.9972936528813591","false","0","93","8","0.15706051873198848"
"3.824665676077266","2.1380836623092413E-6","0.26146076146076147","0.6666666666666666","22","7","false","94","38.77272727272727","0","22","0","0.9972969706449021","false","0","94","154","0.11173696620382499"
"3.82862803368004","6.134440182644368E-8","0.2611901681759379","0.8666666666666667","6","7","false","95","63.166666666666664","0","6","0","0.9972931789151388","false","0","95","4","0.18203650336215177"
"3.8278850916295197","7.835986401270893E-7","0.2612408617454875","0.3888888888888889","9","7","false","96","58.666666666666664","0","9","0","0.9972938898644694","false","0","96","44","0.1690682036503362"
"3.82937097573056","4.089626788429578E-8","0.2611394942766604","0.6666666666666666","3","7","false","97","119.66666666666667","0","3","0","0.9972924679658081","false","0","97","2","0.3448607108549472"
"3.8179791976225856","6.752764746873288E-6","0.2619186612181358","0.5246598639455783","49","7","false","98","48.57142857142857","0","49","0","0.9973033691888779","false","0","98","1118","0.1399752984767394"
"3.8268945022288263","8.161726604908745E-7","0.2613084837895554","0.6410256410256411","13","7","false","99","36.53846153846154","0","13","0","0.9972948377969101","false","0","99","56","0.10529816005320328"
"3.8278850916295197","5.316514824958451E-7","0.2612408617454875","0.6111111111111112","9","7","false","100","54.77777777777778","0","9","0","0.9972938898644694","false","0","100","28","0.1578610310598783"
"3.825408618127786","7.890545400009306E-7","0.2614099825208778","0.8304093567251462","19","7","false","101","37.36842105263158","0","19","0","0.9972962596955716","false","0","101","58","0.1076899742150766"
"3.82862803368004","0.0","0.2611901681759379","1.0","6","7","false","102","67.66666666666667","0","6","0","0.9972931789151388","false","0","102","0","0.19500480307396734"
"3.640416047548291","9.419040787732978E-5","0.2746938775510204","0.55","16","7","false","103","71.1875","0","16","0","0.9974732860789011","false","0","103","111096","0.15543122270742357"
"3.8221892025755326","3.0155346005494676E-6","0.2616301671634055","0.6088709677419355","32","7","false","104","54.34375","0","32","0","0.9972993404760042","false","0","104","388","0.15661023054755044"
"3.826646854878653","4.083494447761187E-7","0.26132539477090344","0.6703296703296703","14","7","false","105","64.92857142857143","0","14","0","0.9972950747800204","false","0","105","60","0.1871140386990531"
"3.828132738979693","3.6387941210384125E-7","0.2612239617026782","0.42857142857142855","8","7","false","106","66.875","0","8","0","0.9972936528813591","false","0","106","32","0.19272334293948126"
"2.175334323922734","0.4805180785560107","0.4596994535519126","0.049038479165520905","1045","5","false","107","54.985645933014354","0","1045","0","0.9988752781589256","false","0","107","45600344","0.02055144658587846"
"3.8268945022288263","3.481582493846834E-7","0.2613084837895554","0.7948717948717948","13","7","false","108","47.23076923076923","0","13","0","0.9972948377969101","false","0","108","32","0.13611172688982487"
"3.820950965824666","5.78765832385483E-6","0.26171495236243436","0.53003003003003","37","7","false","109","51.432432432432435","0","37","0","0.9973005253915552","false","0","109","626","0.14822026637588598"
"3.828875681030213","0.0","0.26117327469115836","1.0","5","7","false","110","75.2","0","5","0","0.9972929419320284","false","0","110","0","0.21671469740634006"
"3.826646854878653","1.5294230468062708E-6","0.26132539477090344","0.5604395604395604","14","7","false","111","38.07142857142857","0","14","0","0.9972950747800204","false","0","111","80","0.10971593248250308"
"3.82937097573056","0.0","0.2611394942766604","1.0","3","7","false","112","122.33333333333333","0","3","0","0.9972924679658081","false","0","112","0","0.3525456292026897"
"3.820208023774146","5.2293343967706855E-6","0.2617658498638662","0.5371794871794872","40","7","false","113","51.225","0","40","0","0.9973012363408861","false","0","113","722","0.14762247838616716"
"3.8298662704309065","0.0","0.26110572259941806","0.0","1","7","false","114","347.0","0","1","0","0.9972919939995876","false","0","114","0","0.0"
"3.8249133234274395","3.3336831770046657E-6","0.26144383295564905","0.5333333333333333","21","7","false","115","30.142857142857142","0","21","0","0.997296733661792","false","0","115","196","0.08686702346644709"
"3.825903912828133","1.155762168033134E-6","0.26137614085054045","0.6617647058823529","17","7","false","116","35.411764705882355","0","17","0","0.9972957857293511","false","0","116","92","0.10205119511781657"
"3.82862803368004","2.0959337290701587E-7","0.2611901681759379","0.4666666666666667","6","7","false","117","78.83333333333333","0","6","0","0.9972931789151388","false","0","117","16","0.2271853986551393"
"3.821198613174839","5.694459451841912E-6","0.26169799092676604","0.5365079365079365","36","7","false","118","47.47222222222222","0","36","0","0.9973002884084451","false","0","118","584","0.13680755683637527"
"3.570084200099059","0.0015229358857941782","0.28010543840177576","0.28714965626652567","62","6","false","119","37.45161290322581","0","62","0","0.9975405892822019","false","0","119","173654","0.10374408006433741"
"3.6433878157503714","4.473603006040915E-5","0.27446982055464925","0.5","4","7","false","120","137.0","0","4","0","0.9974704422815786","false","0","120","24670","0.29912663755458513"
"3.8271421495789997","1.0410849313922507E-6","0.2612915749967646","0.4696969696969697","12","7","false","121","58.333333333333336","0","12","0","0.9972946008138","false","0","121","70","0.16810758885686838"
"3.6287766220901436","7.457760472154934E-4","0.27557496758343003","0.38556067588325654","63","7","false","122","43.98412698412698","0","63","0","0.9974844242850812","false","0","122","631332","0.09603521175573577"
"3.8256562654779596","4.922689779281791E-7","0.26139306059036765","0.6928104575163399","18","7","false","123","62.77777777777778","0","18","0","0.9972960227124614","false","0","123","94","0.180915786103106"
"3.8291233283803865","1.6358507153718312E-7","0.2611563833915405","0.5","4","7","false","124","103.25","0","4","0","0.9972927049489183","false","0","124","6","0.29755043227665706"
"3.6433878157503714","8.23628390659182E-6","0.27446982055464925","0.6666666666666666","4","7","false","125","145.0","0","4","0","0.9974704422815786","false","0","125","12336","0.3165938864628821"
"3.8283803863298664","1.686971050227201E-7","0.2612070638463031","0.7619047619047619","7","7","false","126","70.85714285714286","0","7","0","0.9972934158982489","false","0","126","10","0.2041992589543022"
"3.8261515601783063","6.370611703673157E-7","0.2613592233009709","0.7333333333333333","16","7","false","127","40.75","0","16","0","0.9972955487462409","false","0","127","64","0.11743515850144093"
"3.823179791976226","2.4337383726394154E-6","0.2615623785464438","0.5952380952380952","28","7","false","128","57.32142857142857","0","28","0","0.9972983925435635","false","0","128","306","0.16519143680526965"
"3.8283803863298664","4.498589467272537E-8","0.2612070638463031","0.9047619047619048","7","7","false","129","67.28571428571429","0","7","0","0.9972934158982489","false","0","129","4","0.1939069575957184"
"3.8261515601783063","2.527390717096562E-6","0.2613592233009709","0.35833333333333334","16","7","false","130","50.5","0","16","0","0.9972955487462409","false","0","130","154","0.14553314121037464"
"3.8283803863298664","0.0","0.2612070638463031","1.0","7","7","false","131","59.714285714285715","0","7","0","0.9972934158982489","false","0","131","0","0.1720872787155208"
"3.8261515601783063","1.9837310200513078E-6","0.2613592233009709","0.4","16","7","false","132","53.6875","0","16","0","0.9972955487462409","false","0","132","144","0.15471902017291067"
"3.8256562654779596","1.8046406979714434E-6","0.26139306059036765","0.5882352941176471","18","7","false","133","55.44444444444444","0","18","0","0.9972960227124614","false","0","133","126","0.15978226064681397"
"3.825408618127786","6.323857056647831E-7","0.2614099825208778","0.7076023391812866","19","7","false","134","63.26315789473684","0","19","0","0.9972962596955716","false","0","134","100","0.18231457606552404"
"3.8276374442793464","0.0","0.26125776397515527","1.0","10","7","false","135","48.5","0","10","0","0.9972941268475796","false","0","135","0","0.13976945244956773"
"3.399207528479445","0.02687035978739773","0.2941862159405508","0.32137161084529503","133","7","false","136","96.84962406015038","0","133","0","0.9977041076282495","false","0","136","11410900","0.08458482450668155"
"3.8261515601783063","2.113265956887789E-6","0.2613592233009709","0.5333333333333333","16","7","false","137","34.1875","0","16","0","0.9972955487462409","false","0","137","112","0.09852305475504322"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","138","181.5","0","2","0","0.9972922309826979","false","0","138","0","0.5230547550432276"
"3.8278850916295197","1.2268880365288736E-8","0.2612408617454875","0.9722222222222222","9","7","false","139","53.111111111111114","0","9","0","0.9972938898644694","false","0","139","2","0.15305795709253922"
"3.827389796929173","9.16271144741008E-8","0.2612746683921061","0.8909090909090909","11","7","false","140","48.0","0","11","0","0.9972943638306899","false","0","140","12","0.138328530259366"
"3.823179791976226","2.685471897115823E-6","0.2615623785464438","0.5555555555555556","28","7","false","141","53.464285714285715","0","28","0","0.9972983925435635","false","0","141","336","0.15407575133799917"
"3.8194650817236258","5.167781965397462E-6","0.261816767165921","0.530454042081949","43","7","false","142","48.83720930232558","0","43","0","0.9973019472902167","false","0","142","848","0.14074123718249448"
"3.8271421495789997","1.1515220571420997E-6","0.2612915749967646","0.6060606060606061","12","7","false","143","37.416666666666664","0","12","0","0.9972946008138","false","0","143","52","0.10782901056676272"
"3.8263992075284796","8.436846952494006E-7","0.2613423079412336","0.7047619047619048","15","7","false","144","38.4","0","15","0","0.9972953117631306","false","0","144","62","0.1106628242074928"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","145","175.0","0","2","0","0.9972922309826979","false","0","145","0","0.5043227665706052"
"3.6419019316493313","1.4135440728773888E-4","0.27458180334557325","0.4666666666666667","10","7","false","146","72.2","0","10","0","0.9974718641802399","false","0","146","74040","0.15764192139737992"
"3.82862803368004","2.4537760730577472E-8","0.2611901681759379","0.9333333333333333","6","7","false","147","63.5","0","6","0","0.9972931789151388","false","0","147","2","0.1829971181556196"
"3.825160970777613","2.4037945179865694E-6","0.2614269066424964","0.42105263157894735","20","7","false","148","50.9","0","20","0","0.9972964966786816","false","0","148","220","0.14668587896253601"
"3.826646854878653","3.6641108583001195E-7","0.26132539477090344","0.7802197802197802","14","7","false","149","39.0","0","14","0","0.9972950747800204","false","0","149","40","0.11239193083573487"
"3.5827142149579","9.524858913463721E-5","0.2791179926729799","0.5636363636363636","11","6","false","150","50.18181818181818","0","11","0","0.997528503143581","false","0","150","15588","0.1390078065978343"
"3.8283803863298664","3.4080223236913156E-8","0.2612070638463031","0.9047619047619048","7","7","false","151","64.71428571428571","0","7","0","0.9972934158982489","false","0","151","4","0.18649650061753809"
"3.828875681030213","1.8403320547933104E-7","0.26117327469115836","0.7","5","7","false","152","80.8","0","5","0","0.9972929419320284","false","0","152","6","0.23285302593659943"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","153","195.0","0","2","0","0.9972922309826979","false","0","153","0","0.5619596541786743"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","154","176.5","0","2","0","0.9972922309826979","false","0","154","0","0.5086455331412104"
"3.82937097573056","4.089626788429578E-8","0.2611394942766604","0.6666666666666666","3","7","false","155","122.33333333333333","0","3","0","0.9972924679658081","false","0","155","2","0.3525456292026897"
"3.6414066369489846","1.65274242494225E-4","0.27461915125136016","0.5303030303030303","12","7","false","156","68.83333333333333","0","12","0","0.9974723381464604","false","0","156","98718","0.1502911208151383"
"3.82937097573056","4.089626788429578E-8","0.2611394942766604","0.6666666666666666","3","7","false","157","118.0","0","3","0","0.9972924679658081","false","0","157","2","0.3400576368876081"
"3.823922734026746","4.7926985869652055E-6","0.2615115601321158","0.3566666666666667","25","7","false","158","48.88","0","25","0","0.9972976815942327","false","0","158","386","0.14086455331412104"
"3.826646854878653","1.1513317390123353E-6","0.26132539477090344","0.6263736263736264","14","7","false","159","50.285714285714285","0","14","0","0.9972950747800204","false","0","159","68","0.14491560312885962"
"3.829618623080733","0.0","0.26112260734609416","1.0","2","7","false","160","177.5","0","2","0","0.9972922309826979","false","0","160","0","0.5115273775216138"
"3.823922734026746","2.4042212720527196E-6","0.2615115601321158","0.5466666666666666","25","7","false","161","59.12","0","25","0","0.9972976815942327","false","0","161","272","0.17037463976945244"
"3.828132738979693","5.842323983470826E-8","0.2612239617026782","0.8571428571428571","8","7","false","162","58.0","0","8","0","0.9972936528813591","false","0","162","8","0.16714697406340057"
"3.7367508667657257","2.5290532925679982E-5","0.2676121678043608","0.5333333333333333","6","7","false","163","77.5","0","6","0","0.997381099649028","false","0","163","3422","0.21954674220963172"
"3.82937097573056","1.7526971950412477E-8","0.2611394942766604","0.6666666666666666","3","7","false","164","138.0","0","3","0","0.9972924679658081","false","0","164","2","0.3976945244956772"
